Code ,Company Name,Market Segment,Industry,Fiscal Year End
92720,"Boutiques,Inc.",Growth,Services,March
92730,"KOA SHOJI HOLDINGS CO.,LTD.",Prime,Wholesale Trade,June
92740,"KPP GROUP HOLDINGS CO.,LTD.",Prime,Wholesale Trade,March
92750,"NARUMIYA INTERNATIONAL Co.,Ltd.",Standard,Retail Trade,February
92780,BOOKOFF GROUP HOLDINGS LIMITED,Prime,Retail Trade,May
92790,GIFT HOLDINGS INC.,Prime,Retail Trade,October
93010,Mitsubishi Logistics Corporation,Prime,Warehousing & Harbor Transportation Services,March
93020,"MITSUI-SOKO HOLDINGS Co.,Ltd.",Prime,Warehousing & Harbor Transportation Services,March
93030,"The Sumitomo Warehouse Co.,Ltd.",Prime,Warehousing & Harbor Transportation Services,March
93040,"The Shibusawa Warehouse Co.,Ltd.",Prime,Warehousing & Harbor Transportation Services,March
93050,Yamatane Corporation,Prime,Wholesale Trade,March
93060,"Toyo Logistics Co.,Ltd.",Standard,Warehousing & Harbor Transportation Services,March
93070,"Sugimura Warehouse Co.,Ltd.",Standard,Warehousing & Harbor Transportation Services,March
93080,"Inui Global Logistics Co.,Ltd.",Standard,Marine Transportation,March
93100,Japan Transcity Corporation,Prime,Warehousing & Harbor Transportation Services,March
93110,ASAGAMI CORPORATION,Standard,Warehousing & Harbor Transportation Services,March
93120,"THE KEIHIN CO.,LTD.",Standard,Warehousing & Harbor Transportation Services,March
93130,Maruhachi Warehouse Company Limited,Standard,Warehousing & Harbor Transportation Services,November
93190,"Chuo Warehouse Co.,Ltd.",Prime,Warehousing & Harbor Transportation Services,March
93220,"KAWANISHI WAREHOUSE CO.,LTD.",Standard,Warehousing & Harbor Transportation Services,March
93240,Yasuda Logistics Corporation,Prime,Warehousing & Harbor Transportation Services,March
93250,PHYZ Holdings Inc.,Prime,Warehousing & Harbor Transportation Services,March
93260,"KANTSU CO.,LTD.",Growth,Warehousing & Harbor Transportation Services,February
93270,"e-LogiT co.,ltd.",Standard,Warehousing & Harbor Transportation Services,March
93350,"techno-creative CO.,LTD.",TOKYO PRO Market,Services,September
93360,"Daiei Kankyo Co.,Ltd.",Prime,Services,March
,,,,
,,,,
,,,,
93370,toridori Inc.,Growth,Services,December
93380,INFORICH INC.,Growth,Services,December
93390,"COACH A Co.,Ltd.",Standard,Services,December
93400,"ASO INTERNATIONAL,INC.",Standard,Services,June
93410,"GENOVA,Inc.",Growth,Services,March
93420,Sumasapo Inc.,Growth,Services,September
93430,ibis inc.,Growth,Services,December
93440,Axis Consulting Corporation,Growth,Services,June
93450,"Bizmates,Inc.",Growth,Services,December
93460,"Cocorport,Inc.",Growth,Services,June
93470,"NIPPON KANZAI Holdings Co.,Ltd.",Prime,Services,March
93480,"ispace,inc.",Growth,Services,March
93510,"TOYO WHARF & WAREHOUSE CO.,LTD.",Prime,Warehousing & Harbor Transportation Services,March
93530,"SAKURAJIMA FUTO KAISHA,LTD.",Standard,Warehousing & Harbor Transportation Services,March
93550,RINKO CORPORATION,Standard,Warehousing & Harbor Transportation Services,March
93600,SUZUYO SHINWART CORPORATION,Standard,Information & Communication,March
93610,"FUSHIKI KAIRIKU UNSO CO.,LTD.",Standard,Warehousing & Harbor Transportation Services,June
93620,"HYOKI KAIUN KAISHA,LTD.",Standard,Warehousing & Harbor Transportation Services,March
93630,"DAIUN CO.,LTD.",Standard,Warehousing & Harbor Transportation Services,March
93640,"Kamigumi Co.,Ltd.",Prime,Warehousing & Harbor Transportation Services,March
93650,TRADIA CORPORATION,Standard,Warehousing & Harbor Transportation Services,March
93660,SANRITSU CORPORATION,Standard,Warehousing & Harbor Transportation Services,March
93670,"DAITO KOUN CO.,LTD.",Standard,Warehousing & Harbor Transportation Services,March
93680,"KIMURA UNITY CO.,LTD.",Standard,Warehousing & Harbor Transportation Services,March
93690,K.R.S.Corporation,Standard,Warehousing & Harbor Transportation Services,November
93760,"EURASIA TRAVEL Co.,Ltd.",Standard,Services,September
93770,AGP CORPORATION,Standard,Warehousing & Harbor Transportation Services,March
93800,"Azuma Shipping Co.,Ltd.",Standard,Warehousing & Harbor Transportation Services,March
93810,AIT CORPORATION,Prime,Warehousing & Harbor Transportation Services,February
93840,NAIGAI TRANS LINE LTD.,Prime,Warehousing & Harbor Transportation Services,December
93850,SHOEI CORPORATION,Prime,Chemicals,March
93860,NIPPON CONCEPT CORPORATION,Prime,Warehousing & Harbor Transportation Services,December
93880,"PAPANETS CO.,Ltd.",TOKYO PRO Market,Warehousing & Harbor Transportation Services,February
94010,"TBS HOLDINGS,INC.",Prime,Information & Communication,March
94040,"Nippon Television Holdings,Inc.",Prime,Information & Communication,March
94050,ASAHI BROADCASTING GROUP HOLDINGS CORPORATION,Prime,Information & Communication,March
94080,"BSN MEDIA HOLDINGS,INC.",Standard,Information & Communication,March
94090,TV Asahi Holdings Corporation,Prime,Information & Communication,March
94120,SKY Perfect JSAT Holdings Inc.,Prime,Information & Communication,March
94130,TV TOKYO Holdings Corporation,Prime,Information & Communication,March
94140,Nippon BS Broadcasting Corporation,Standard,Information & Communication,August
94160,VISION INC.,Prime,Information & Communication,December
94170,"Smartvalue Co.,Ltd.",Standard,Information & Communication,June
94180,"USEN-NEXT HOLDINGS Co.,Ltd.",Prime,Information & Communication,August
94190,"WirelessGate,Inc.",Prime,Information & Communication,December
94210,NJ Holdings Inc.,Standard,Information & Communication,June
94230,Forval RealStraight Inc.,Standard,Information & Communication,March
94240,Japan Communications Inc.,Prime,Information & Communication,March
94250,NIPPON TELEPHONE INC.,Standard,Information & Communication,October
94280,CROPS CORPORATION,Standard,Information & Communication,March
94320,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,Prime,Information & Communication,March
94330,KDDI CORPORATION,Prime,Information & Communication,March
94340,SoftBank Corp.,Prime,Information & Communication,March
94350,"HIKARI TSUSHIN,INC.",Prime,Information & Communication,March
94360,OKINAWA CELLULAR TELEPHONE COMPANY,Standard,Information & Communication,March
94380,MTI Ltd.,Prime,Information & Communication,September
94390,M・H・GROUP LTD.,Standard,Services,June
94410,"Bell-Park Co.,Ltd.",Standard,Information & Communication,December
94440,"TOSHIN HOLDINGS CO.,LTD",Standard,Information & Communication,April
94450,"FORVAL TELECOM,INC.",Standard,Information & Communication,March
94460,"SAKAI Holdings CO.,LTD",Standard,Information & Communication,September
94490,"GMO internet group,Inc.",Prime,Information & Communication,December
94500,Fibergate Inc.,Prime,Information & Communication,June
94650,"Kips Co.,Ltd.",TOKYO PRO Market,Information & Communication,December
94660,Aidma Marketing Communication Corporation,Standard,Information & Communication,March
94670,"AlphaPolis Co.,Ltd.",Growth,Information & Communication,March
94680,KADOKAWA CORPORATION,Prime,Information & Communication,March
94700,"GAKKEN HOLDINGS CO.,LTD.",Prime,Information & Communication,September
94740,"ZENRIN CO.,LTD.",Prime,Information & Communication,March
94750,"Shobunsha Holdings,Inc.",Standard,Information & Communication,March
94760,"CHUOKEIZAI-SHA HOLDINGS,INC.",Standard,Information & Communication,September
94780,"SE Holdings and Incubations Co.,Ltd.",Standard,Information & Communication,March
94790,"Impress Holdings, Inc.",Standard,Information & Communication,March
95010,"Tokyo Electric Power Company Holdings,Incorporated",Prime,Electric Power & Gas,March
95020,"Chubu Electric Power Company,Incorporated",Prime,Electric Power & Gas,March
95030,"The Kansai Electric Power Company,Incorporated",Prime,Electric Power & Gas,March
95040,"The Chugoku Electric Power Company,Incorporated",Prime,Electric Power & Gas,March
95050,Hokuriku Electric Power Company,Prime,Electric Power & Gas,March
95060,"Tohoku Electric Power Company,Incorporated",Prime,Electric Power & Gas,March
95070,"Shikoku Electric Power Company,Incorporated",Prime,Electric Power & Gas,March
95080,"Kyushu Electric Power Company,Incorporated",Prime,Electric Power & Gas,March
95090,"Hokkaido Electric Power Company,Incorporated",Prime,Electric Power & Gas,March
95110,"The Okinawa Electric Power Company,Incorporated",Prime,Electric Power & Gas,March
95130,"Electric Power Development Co.,Ltd.",Prime,Electric Power & Gas,March
95140,EF-ON INC.,Prime,Electric Power & Gas,June
95170,"eREX Co.,Ltd.",Prime,Electric Power & Gas,March
95190,"RENOVA,Inc.",Prime,Electric Power & Gas,March
95220,"Renewable Japan Co.,Ltd.",Growth,Electric Power & Gas,December
95310,"TOKYO GAS CO.,LTD.",Prime,Electric Power & Gas,March
95320,"OSAKA GAS CO.,LTD.",Prime,Electric Power & Gas,March
95330,"TOHO GAS CO.,LTD.",Prime,Electric Power & Gas,March
95340,"HOKKAIDO GAS CO.,LTD.",Prime,Electric Power & Gas,March
95350,"HIROSHIMA GAS CO.,LTD.",Prime,Electric Power & Gas,March
95360,"SAIBU GAS HOLDINGS CO.,LTD.",Prime,Electric Power & Gas,March
95370,"HOKURIKU GAS CO.,LTD.",Standard,Electric Power & Gas,March
95390,"KEIYO GAS CO.,LTD.",Standard,Electric Power & Gas,December
95430,"SHIZUOKA GAS CO.,LTD.",Prime,Electric Power & Gas,December
95510,"METAWATER Co.,Ltd.",Prime,Electric Power & Gas,March
95520,M&A Research Institute Holdings Inc.,Growth,Services,September
95530,"MicroAd,Inc.",Growth,Services,September
95540,"AViC Co.,Ltd.",Growth,Services,September
95560,INTLOOP Inc.,Growth,Services,July
95570,"airCloset,Inc.",Growth,Services,June
95580,"Japaniace Co.,Ltd.",Growth,Services,November
95590,"Pear Capital,inc.",TOKYO PRO Market,Services,September
95600,PROGRIT Inc.,Growth,Services,August
95610,GLAD CUBE Inc.,Growth,Services,December
95620,Business Coach Inc.,Growth,Services,September
95630,Atlas Technologies Corporation,Growth,Services,December
95640,FCE Holdings Inc.,Standard,Services,September
95650,Wellplayed Rizest Inc.,Growth,Services,October
96000,I-NET CORP.,Prime,Information & Communication,March
96010,"Shochiku Co.,Ltd.",Prime,Information & Communication,February
96020,"TOHO CO.,LTD",Prime,Information & Communication,February
96030,"H.I.S.Co.,Ltd.",Prime,Services,October
96050,"TOEI COMPANY,LTD.",Prime,Information & Communication,March
96100,WILSON LEARNING WORLDWIDE INC.,Standard,Services,March
96120,"LUCKLAND CO.,LTD.",Prime,Services,December
96130,NTT DATA GROUP CORPORATION,Prime,Information & Communication,March
96160,"KYORITSU MAINTENANCE CO.,LTD.",Prime,Services,March
96190,"ICHINEN HOLDINGS CO.,LTD.",Prime,Services,March
96210,"CTI Engineering Co.,Ltd.",Prime,Services,December
96220,"SPACE CO.,LTD.",Prime,Services,December
96250,"CERESPO CO.,LTD.",Standard,Services,March
96270,AIN HOLDINGS INC.,Prime,Retail Trade,April
96280,"SAN HOLDINGS,INC.",Prime,Services,March
96290,PCA CORPORATION,Prime,Information & Communication,March
96320,"Subaru Enterprise Co.,Ltd.",Standard,Services,January
96330,"TOKYO THEATRES COMPANY,INCORPORATED",Standard,Services,March
96350,"Musashino Kogyo Co.,Ltd.",Standard,Services,March
96360,Kin-Ei Corp.,Standard,Services,January
96370,"O S CO.,LTD.",Standard,Services,January
96390,"SANKYO FRONTIER CO.,LTD.",Standard,Services,March
96400,"SAISON INFORMATION SYSTEMS CO.,LTD.",Standard,Information & Communication,March
96440,"TANABE CONSULTING GROUP CO.,LTD.",Prime,Services,March
96470,"KYOWA ENGINEERING CONSULTANTS CO.,LTD.",Standard,Services,November
96510,"Japan Process Development Co.,Ltd.",Standard,Information & Communication,May
96560,GREENLAND RESORT COMPANY LIMITED,Standard,Services,December
96580,BUSINESS BRAIN SHOWA・OTA INC.,Prime,Information & Communication,March
96610,"Kabuki-Za Co.,Ltd.",Standard,Services,February
96630,"NAGAWA CO.,Ltd",Prime,Services,March
96720,"TOKYOTOKEIBA CO.,LTD.",Prime,Services,December
96750,"Joban Kosan Co.,Ltd.",Standard,Services,March
96780,"KANAMOTO CO.,LTD.",Prime,Services,October
96790,"HORAI Co.,Ltd.",Standard,Services,September
96820,DTS CORPORATION,Prime,Information & Communication,March
96840,"SQUARE ENIX HOLDINGS CO.,LTD.",Prime,Information & Communication,March
96850,"KYCOM HOLDINGS CO.,LTD.",Standard,Information & Communication,March
96860,"TOYO TEC CO.,LTD.",Standard,Services,March
96870,"KSK CO.,LTD",Standard,Information & Communication,March
96910,"RYOMO SYSTEMS CO.,LTD.",Standard,Information & Communication,March
96920,COMPUTER ENGINEERING & CONSULTING LTD.,Prime,Information & Communication,January
96960,With us Corporation,Standard,Services,March
96970,"CAPCOM CO.,LTD.",Prime,Information & Communication,March
96980,"CREO CO.,LTD.",Standard,Information & Communication,March
96990,"NISHIO HOLDINGS CO.,LTD.",Prime,Services,September
97010,"Tokyo Kaikan Co.,Ltd.",Standard,Services,March
97020,ISB CORPORATION,Prime,Information & Communication,December
97040,"Agora Hospitality Group Co.,Ltd.",Standard,Services,December
97060,"Japan Airport Terminal Co.,ltd.",Prime,Real Estate,March
97080,"Imperial Hotel,Ltd.",Standard,Services,March
97090,"NCS&A CO.,LTD.",Standard,Information & Communication,March
97130,"THE ROYAL HOTEL,LIMITED",Standard,Services,March
97150,transcosmos inc.,Prime,Services,March
97160,"NOMURA Co.,Ltd.",Prime,Services,February
97170,"JASTEC Co.,Ltd.",Prime,Information & Communication,November
97190,SCSK Corporation,Prime,Information & Communication,March
97200,"HOTEL NEWGRAND CO.,LTD.",Standard,Services,November
97220,FUJITA KANKO INC.,Prime,Services,December
97230,"THE KYOTO HOTEL,LTD.",Standard,Services,March
97260,"KNT-CT Holdings Co.,Ltd.",Standard,Services,March
97290,TOKAI Corp.,Prime,Services,March
97310,"Hakuyosha Company,Ltd.",Standard,Services,December
97330,Nagase Brothers Inc.,Standard,Services,March
97350,"SECOM CO.,LTD.",Prime,Services,March
97390,NSW Inc.,Prime,Information & Communication,March
97400,"CENTRAL SECURITY PATROLS CO.,LTD.",Prime,Services,February
97420,INES Corporation,Prime,Information & Communication,March
97430,"TANSEISHA CO.,LTD.",Prime,Services,January
97440,MEITEC CORPORATION,Prime,Services,March
97460,TKC Corporation,Prime,Information & Communication,September
97490,FUJI SOFT INCORPORATED,Prime,Information & Communication,December
97530,IX Knowledge Incorporated,Standard,Information & Communication,March
97550,OYO Corporation,Prime,Services,December
97570,Funai Soken Holdings Incorporated,Prime,Services,December
97590,"NSD CO.,LTD.",Prime,Information & Communication,March
97600,"SHINGAKUKAI HOLDINGS CO.,LTD.",Standard,Services,March
97610,"TOKAI LEASE CO.,LTD.",Standard,Services,March
97630,"Marubeni Construction Material Lease Co.,Ltd.",Standard,Wholesale Trade,March
97650,"OHBA CO.,LTD.",Prime,Services,May
97660,KONAMI GROUP CORPORATION,Prime,Information & Communication,March
97670,"NIKKEN KOGAKU CO.,LTD.",Standard,Services,March
97680,"IDEA Consultants,Inc.",Standard,Services,December
97690,"GAKKYUSHA CO.,LTD.",Prime,Services,March
97760,SAPPORO CLINICAL LABORATORY INC.,Standard,Services,March
97780,"SUBARU CO.,LTD.",Standard,Services,February
97800,HARIMA B.STEM CORPORATION,Standard,Services,March
97820,DMS INC.,Standard,Services,March
97830,"Benesse Holdings,Inc.",Prime,Services,March
97870,"AEON DELIGHT CO.,LTD.",Prime,Services,February
,,,,
,,,,
,,,,
97880,"NAC CO.,LTD.",Prime,Services,March
97900,"Fukui Computer Holdings,Inc.",Prime,Information & Communication,March
97910,BIKEN TECHNO CORPORATION,Standard,Services,March
97930,"Daiseki Co.,Ltd.",Prime,Services,February
97950,"STEP CO.,LTD.",Prime,Services,September
97990,"ASAHI INTELLIGENCE SERVICE CO.,LTD.",Standard,Information & Communication,March
98120,"T.O. Holdings CO.,LTD.",Standard,Wholesale Trade,May
98160,Striders Corporation,Standard,Real Estate,March
98180,"DAIMARU ENAWIN Co.,Ltd.",Standard,Wholesale Trade,March
98200,MT GENEX CORPORATION,Standard,Real Estate,March
98230,Mammy Mart Corporation,Standard,Retail Trade,September
98240,"SENSHU ELECTRIC CO.,LTD.",Prime,Wholesale Trade,October
98270,"Lilycolor Co.,Ltd.",Standard,Wholesale Trade,December
98280,"GENKI SUSHI CO.,LTD.",Standard,Retail Trade,March
98300,TRUSCO NAKAYAMA CORPORATION,Prime,Wholesale Trade,December
98310,"YAMADA HOLDINGS CO.,LTD.",Prime,Retail Trade,March
98320,"AUTOBACS SEVEN CO.,LTD.",Prime,Wholesale Trade,March
98350,"JUNTENDO CO.,LTD.",Standard,Retail Trade,February
98370,"MORITO CO.,LTD.",Prime,Wholesale Trade,November
98420,ARCLANDS CORPORATION,Prime,Retail Trade,February
98430,"Nitori Holdings Co.,Ltd.",Prime,Retail Trade,March
98450,PARKER CORPORATION,Standard,Chemicals,March
98460,"TENMAYA STORE CO.,LTD.",Standard,Retail Trade,February
98490,KYODO PAPER HOLDINGS,Standard,Wholesale Trade,March
98500,"GOURMET KINEYA CO.,LTD.",Prime,Retail Trade,March
98520,"CB GROUP MANAGEMENT Co.,Ltd.",Standard,Wholesale Trade,March
98530,"GINZA RENOIR CO.,LTD.",Standard,Retail Trade,March
98540,"AIGAN CO.,LTD.",Standard,Retail Trade,March
98560,"KU HOLDINGS CO.,LTD.",Standard,Retail Trade,March
98570,EIWA CORPORATION,Standard,Wholesale Trade,March
98610,"YOSHINOYA HOLDINGS CO.,LTD.",Prime,Retail Trade,February
98670,Solekia Limited,Standard,Wholesale Trade,March
98690,"KATO SANGYO CO.,LTD.",Prime,Wholesale Trade,September
98720,"KITAKEI CO.,LTD.",Standard,Wholesale Trade,November
98730,"KFC Holdings Japan,Ltd.",Standard,Retail Trade,March
98760,"COX CO.,LTD.",Standard,Retail Trade,February
98780,"SEKIDO CO.,LTD.",Standard,Retail Trade,March
98800,INNOTECH CORPORATION,Prime,Electric Appliances,March
98820,YELLOW HAT LTD.,Prime,Wholesale Trade,March
98850,"CHARLE CO.,LTD.",Standard,Wholesale Trade,March
98870,"MATSUYA FOODS HOLDINGS CO.,LTD.",Prime,Retail Trade,March
98880,"UEX,LTD.",Standard,Wholesale Trade,March
98890,JBCC Holdings Inc.,Prime,Information & Communication,March
98900,"MAKIYA CO.,LTD.",Standard,Retail Trade,March
98950,CONSEC CORPORATION,Standard,Wholesale Trade,March
98960,"JK Holdings Co.,Ltd.",Prime,Wholesale Trade,March
99000,Sagami Holdings Corporation,Prime,Retail Trade,March
99020,NICHIDEN Corporation,Prime,Wholesale Trade,March
99030,"KANSEKI CO.,LTD",Standard,Retail Trade,February
99040,"Verite Co.,Ltd.",Standard,Retail Trade,March
99060,Fujii Sangyo Corporation,Standard,Wholesale Trade,March
99080,"NIHON DENKEI CO.,LTD",Standard,Wholesale Trade,March
99130,NIPPO LTD.,Standard,Wholesale Trade,March
99140,"Uematsu Shokai Co.,Ltd.",Standard,Wholesale Trade,March
99190,KANSAI FOOD MARKET LTD.,Standard,Retail Trade,March
99270,"WATT MANN CO.,LTD.",Standard,Retail Trade,March
99280,"MIROKU JYOHO SERVICE CO.,LTD.",Prime,Information & Communication,March
99290,"HEIWA PAPER CO.,LTD.",Standard,Wholesale Trade,March
99300,"KITAZAWA SANGYO CO.,LTD.",Standard,Wholesale Trade,March
99320,"SUGIMOTO & CO.,LTD.",Prime,Wholesale Trade,March
99340,"INABA DENKISANGYO CO.,LTD.",Prime,Wholesale Trade,March
99360,OHSHO FOOD SERVICE CORP.,Prime,Retail Trade,March
99410,"TAIYO BUSSAN KAISHA,LTD.",Standard,Wholesale Trade,September
99460,"MINISTOP CO.,LTD.",Prime,Retail Trade,February
99480,"ARCS COMPANY,LIMITED",Prime,Retail Trade,February
99500,"HACHI-BAN CO.,LTD.",Standard,Retail Trade,March
99550,"THE YONKYU CO.,LTD.",Standard,Wholesale Trade,March
99560,"VALOR HOLDINGS CO.,LTD.",Prime,Retail Trade,March
99590,"ASEED HOLDINGS CO.,LTD.",Standard,Retail Trade,March
99600,TOTECH CORPORATION,Prime,Wholesale Trade,March
99620,MISUMI Group Inc.,Prime,Wholesale Trade,March
99670,"SAKAI TRADING CO.,LTD.",Standard,Wholesale Trade,March
99690,"SHOKUBUN CO.,LTD.",Standard,Retail Trade,March
99720,"ALTECH CO.,LTD.",Standard,Wholesale Trade,November
99730,"Kozosushi Co.,LTD.",Standard,Retail Trade,December
99740,"Belc CO.,LTD.",Prime,Retail Trade,February
99760,"SEKICHU CO.,LTD.",Standard,Retail Trade,February
99770,"Aoki Super Co.,LTD.",Standard,Retail Trade,February
99780,"BUNKYODO GROUP HOLDINGS CO.,LTD.",Standard,Retail Trade,August
99790,DAISYO CORPORATION,Standard,Retail Trade,August
99800,MRK HOLDINGS INC.,Standard,Retail Trade,March
99820,"Takihyo Co.,Ltd.",Standard,Wholesale Trade,February
99830,"FAST RETAILING CO.,LTD.",Prime,Retail Trade,August
